timestamp_s,pitch_degrees,control_latency_microseconds
9.48,0.31509,2.15
9.49,-0.07119,2.15
9.5,-0.2639,1.19
9.51,-0.27448,0.95
9.52,0.25324,1.19
9.53,-0.25149,5.72
9.54,0.24949,0.95
9.55,-0.14157,2.15
9.56,-0.29668,0.95
9.57,0.42997,0.95
9.58,-0.08633,1.19
9.59,0.02069,1.91
9.6,0.2196,0.95
9.61,0.08217,0.95
9.62,-0.03006,2.15
9.63,0.08486,1.67
9.64,-0.17396,0.95
9.65,-0.01189,0.95
9.66,-0.08619,1.91
9.67,0.61407,0.95
9.68,0.22307,1.19
9.69,0.26499,1.19
9.7,-0.14489,0.72
9.71,0.20413,1.19
9.72,-0.07087,0.95
9.73,-0.92483,0.95
9.74,-0.3806,0.95
9.75,0.13449,2.15
9.76,-0.34825,0.95
9.77,-0.59937,0.95
9.78,-0.05829,1.19
9.79,-0.13143,1.91
9.8,0.24115,0.95
9.81,-0.34023,1.19
9.82,-0.11641,2.15
9.83,0.33886,0.95
9.84,0.01408,1.19
9.85,0.37085,0.95
9.86,-0.25864,0.95
9.87,0.28117,0.95
9.88,0.19992,0.95
9.89,-0.58582,0.95
9.9,0.00664,1.19
9.91,0.42351,0.95
9.92,0.01004,0.95
9.93,-0.30332,0.95
9.94,-0.12331,2.15
9.95,0.15476,0.95
9.96,0.29137,0.95
9.97,0.46837,1.19
9.98,0.1341,0.95
9.99,7e-05,1.91
10.0,0.6858,1.91
10.01,0.60412,1.91
