timestamp_s,pitch_degrees,control_latency_microseconds
6.92,1.49319,813.01
6.93,0.60663,798.94
6.94,0.60087,792.03
6.95,1.93161,766.99
6.96,2.25699,793.93
6.97,0.12709,790.12
6.98,0.04729,804.90
6.99,-0.30907,775.10
7.0,0.8867,802.76
7.01,-0.95913,818.25
7.02,1.47715,813.72
7.03,1.45937,796.79
7.04,1.95291,810.15
7.05,1.53189,786.30
7.06,1.71973,767.95
7.07,0.53973,761.03
7.08,1.42842,771.76
7.09,2.25261,795.84
7.1,-0.07355,765.32
7.11,0.77611,805.14
7.12,0.45287,764.37
7.13,0.96988,803.95
7.14,1.10363,787.97
7.15,1.97662,783.21
7.16,0.44479,785.83
7.17,1.01324,795.13
7.18,0.97809,780.11
7.19,1.41461,762.22
7.2,2.29665,744.10
7.21,-0.09345,815.15
7.22,-1.0722,761.03
7.23,-0.85518,771.05
7.24,1.03552,757.93
7.25,-1.19415,754.83
7.26,-0.71913,738.86
7.27,-0.18687,768.18
7.28,1.78002,846.15
7.29,2.69742,798.94
7.3,0.30892,770.09
7.31,-0.26491,820.16
7.32,0.24078,783.68
7.33,1.00829,771.05
7.34,1.25727,780.11
7.35,0.96521,764.85
7.36,2.30664,762.94
7.37,2.07998,766.04
7.38,1.04035,827.79
7.39,1.86082,782.97
7.4,0.99871,772.95
7.41,2.50387,792.98
7.42,2.56238,792.03
7.43,0.34898,784.16
7.44,0.00211,982.76
7.45,-0.24328,862.84
7.46,1.24916,849.01
7.47,0.78855,884.06
7.48,2.42923,818.01
7.49,0.35038,809.91
7.5,1.19236,832.08
7.51,0.2009,791.07
7.52,1.78127,788.93
7.53,0.68061,782.01
7.54,0.94986,794.17
7.55,1.42808,875.00
7.56,0.56013,918.15
7.57,1.02032,787.02
7.58,1.31579,779.15
7.59,1.5787,780.11
7.6,0.50261,774.15
7.61,2.18314,1173.02
7.62,2.73522,992.06
7.63,1.6083,929.83
7.64,1.85406,833.03
7.65,1.40745,833.99
7.66,2.45152,862.36
7.67,1.58739,794.89
7.68,2.36648,836.85
7.69,-0.39802,801.09
7.7,0.39511,792.03
7.71,-0.01119,795.13
7.72,2.60847,798.94
7.73,2.23458,773.19
7.74,1.11872,787.97
7.75,0.62008,782.01
7.76,2.31304,777.01
7.77,1.72891,768.90
7.78,1.0293,759.12
7.79,2.21028,757.93
7.8,0.18455,746.97
7.81,0.99737,757.93
7.82,0.75125,819.92
7.83,2.76777,875.00
7.84,0.82216,802.99
7.85,1.5144,781.06
7.86,0.8826,769.14
7.87,1.11912,781.06
7.88,2.56662,815.15
7.89,1.29148,781.77
7.9,1.33229,793.70
7.91,1.78783,800.13
7.92,1.49283,779.63
7.93,0.91462,800.85
7.94,3.29623,773.91
7.95,3.04073,881.20
7.96,0.57998,787.97
7.97,-0.63342,842.09
7.98,-1.21834,772.95
7.99,-0.72909,784.16
8.0,1.62077,871.90
8.01,0.32264,959.87
8.02,1.43347,826.84
8.03,1.11421,814.91
8.04,1.42677,839.71
8.05,1.2065,782.97
8.06,1.52045,824.21
8.07,0.43251,775.81
8.08,0.68733,791.07
8.09,1.45169,770.09
8.1,1.70968,772.71
8.11,1.0428,764.85
8.12,1.82714,771.05
8.13,2.04694,774.86
8.14,0.52658,771.05
8.15,0.56045,783.92
8.16,1.52042,836.13
8.17,0.12447,844.96
8.18,-1.04406,782.97
8.19,-1.38929,772.24
8.2,1.51281,774.15
8.21,2.0775,779.87
8.22,1.08433,771.05
8.23,1.27443,792.03
8.24,1.37409,762.22
8.25,1.44822,762.22
8.26,0.66239,908.14
8.27,2.42315,809.91
8.28,2.55049,766.28
8.29,0.95969,773.19
8.3,0.87733,757.93
8.31,2.0127,770.81
8.32,1.05143,823.02
8.33,1.73888,812.05
8.34,-0.44385,769.14
8.35,1.53182,784.16
8.36,3.21531,878.10
8.37,3.48982,800.13
8.38,3.35159,829.94
8.39,-0.86665,781.77
8.4,-2.67125,826.84
8.41,-4.65374,825.17
8.42,-5.78167,800.13
8.43,-6.85398,812.77
8.44,-5.89833,843.05
8.45,-3.91154,793.93
8.46,1.44437,838.04
8.47,3.27007,829.22
8.48,4.66241,831.37
8.49,5.74891,803.95
8.5,6.68751,825.17
8.51,6.80339,803.95
8.52,5.28327,822.07
8.53,2.13284,787.02
8.54,2.94201,784.87
8.55,0.75732,813.96
8.56,-0.77172,828.98
8.57,-1.71129,810.86
8.58,-2.22163,804.19
8.59,-1.22178,803.71
8.6,1.17175,778.91
8.61,0.07194,801.09
8.62,0.25014,782.01
8.63,-0.43835,798.94
8.64,1.90839,812.05
8.65,1.73067,820.88
8.66,1.98288,796.79
8.67,0.73799,849.72
8.68,0.56507,777.96
