timestamp_s,pitch_degrees_t1,control_latency_microseconds_t1,pitch_degrees_t2,control_latency_microseconds_t2,pitch_degrees_t3,control_latency_microseconds_t3
8.44,0.13396,0.95,-0.0171,1.91,0.35958,1.67
8.45,-0.72067,1.91,-0.6903,1.19,-0.44327,0.95
8.46,-0.23282,2.15,-0.04859,2.15,0.40472,0.95
8.47,-0.34358,2.15,-0.40949,2.15,-0.27364,0.72
8.48,0.00992,1.91,-0.34619,2.15,0.39938,1.67
8.49,0.33756,1.91,0.63325,1.19,0.10444,8.11
8.5,-0.02249,2.15,0.45964,0.95,0.22117,3.1
8.51,-0.18956,1.19,0.36083,1.91,-0.53595,4.05
8.52,0.04598,0.95,0.66845,0.95,0.33676,1.91
8.53,-0.72268,2.15,0.32117,0.72,-0.2031,2.15
8.54,-0.47253,2.15,-0.51454,1.91,0.11188,1.19
8.55,0.36541,1.91,0.12727,1.91,0.10279,1.19
8.56,-0.01234,0.95,-0.29118,2.15,-0.38517,0.95
8.57,-0.33364,3.1,-0.18717,0.95,0.15391,0.72
8.58,0.50901,2.15,-0.3406,0.95,0.19656,0.95
8.59,0.16728,1.91,0.4761,1.19,-0.39966,0.95
8.6,-0.49619,0.95,0.16219,0.95,-0.08938,1.67
8.61,0.53206,0.72,-0.2199,1.19,-0.03161,2.15
8.62,-0.30629,0.95,-0.28254,1.19,0.10773,4.29
8.63,0.12162,0.95,0.30168,2.15,-0.22975,3.1
8.64,0.25126,1.19,-0.08974,1.19,0.11296,1.91
8.65,-0.05927,1.91,-0.00683,0.95,-0.16946,0.95
8.66,0.01061,0.95,-0.16136,0.95,0.03705,2.15
8.67,0.79835,0.72,0.37139,2.15,0.51544,1.19
8.68,0.59688,1.91,0.25576,2.15,-0.18986,1.67
8.69,0.22262,0.95,-0.44034,1.19,0.10447,1.91
8.7,-0.14661,0.95,-0.26041,1.19,-0.30903,2.15
8.71,0.10533,0.95,0.14452,3.1,0.48363,2.15
8.72,0.19931,0.95,0.27159,0.72,-0.07215,1.91
8.73,-0.03623,0.95,0.00148,1.19,0.55412,2.15
8.74,-0.91911,2.15,0.3046,1.19,0.28425,1.91
8.75,-0.04012,0.95,-0.33865,1.91,-0.46207,1.19
8.76,-0.29982,1.91,-0.31779,1.91,-0.51857,0.95
8.77,0.23593,2.15,0.37332,2.15,0.58718,1.19
8.78,-0.32813,1.19,-0.00767,3.1,-0.20633,2.15
8.79,0.46395,0.95,0.38713,2.15,0.20619,0.95
8.8,0.05499,0.95,-0.11704,1.91,0.32146,1.19
8.81,0.28739,2.86,-0.10732,1.91,0.47953,1.91
8.82,0.4866,5.01,-0.26897,2.15,-0.23576,0.95
8.83,0.04869,6.2,-0.18937,1.91,0.28789,2.15
8.84,0.00621,5.25,0.02708,0.95,0.34861,1.91
8.85,0.08351,0.95,0.23502,0.95,-0.38526,0.95
8.86,-0.30312,3.1,-0.46005,1.67,-0.36019,0.95
8.87,-0.59975,1.67,-0.04787,1.19,0.11588,1.19
8.88,-0.55069,0.95,-0.24891,0.95,0.15924,0.95
8.89,-0.38414,0.95,-0.26807,1.91,0.16863,0.95
8.9,-0.05239,2.15,0.55704,0.95,-0.31013,2.15
8.91,-0.45694,0.95,0.14039,2.15,0.20695,1.91
8.92,-0.2508,1.19,0.2844,2.15,0.12508,2.15
8.93,0.21782,0.95,0.32372,0.95,-0.19527,1.91
8.94,0.41587,0.95,-0.01071,1.91,0.36679,0.95
8.95,-0.20678,0.95,-0.37499,0.95,0.30518,1.19
8.96,-0.00328,2.15,-0.24635,0.95,-0.29438,2.15
8.97,-0.05445,2.15,-0.29383,1.19,0.30976,1.91
8.98,0.33958,1.91,0.18751,0.95,-0.30202,1.19
8.99,0.51868,0.95,0.16671,1.91,-0.29161,1.19
9.0,0.28967,0.95,0.03156,0.72,-0.26882,7.15
9.01,-0.49985,0.95,-0.26463,0.95,-0.12983,6.91
9.02,0.21204,2.15,0.14184,0.95,0.12133,4.05
9.03,0.02069,0.72,-0.51993,1.91,0.73608,2.86
9.04,-0.87061,1.19,0.26127,0.95,0.13796,3.1
9.05,0.08911,0.95,0.31684,1.19,0.53755,2.15
9.06,-0.63649,0.95,-0.03909,0.95,-0.37904,1.91
9.07,-0.82253,0.95,-0.10027,0.95,0.29974,1.19
9.08,-0.72495,0.72,0.20353,0.95,-0.23967,0.95
9.09,-0.16392,0.95,0.09944,0.95,-0.07212,1.19
9.1,0.2174,1.91,0.34772,1.19,0.11161,0.95
9.11,0.02097,1.19,0.10343,1.67,0.12026,1.67
9.12,0.43802,1.91,0.37039,2.15,0.02825,0.95
9.13,-0.26631,1.91,0.00396,1.91,-0.71743,2.15
9.14,0.04111,1.91,-0.46822,1.91,0.0385,5.96
9.15,-0.06491,1.67,-0.47103,2.15,-0.27943,0.95
9.16,0.51469,0.95,-0.18362,1.91,-0.47139,0.95
9.17,0.3271,1.91,-0.0957,0.95,-0.08653,1.91
9.18,0.62291,1.19,0.26151,0.95,-0.26656,0.95
9.19,-0.29973,1.91,-0.34773,1.91,-0.2002,1.19
9.2,0.57273,0.95,0.68108,0.95,0.36434,1.19
9.21,0.65671,0.95,-0.35549,0.95,0.16987,1.91
9.22,0.11486,1.91,-0.33388,1.91,-0.09662,0.95
9.23,0.30484,0.95,-0.33579,1.19,-0.59805,1.91
9.24,-0.41797,1.67,0.33507,1.67,-0.17689,0.95
9.25,-0.29399,1.91,-0.19327,1.91,-0.10604,2.15
9.26,-0.40882,0.95,0.07497,1.91,0.24015,1.91
9.27,0.3568,2.15,0.51078,1.91,0.12273,1.19
9.28,-0.32806,1.91,-0.17468,1.91,0.59201,2.15
9.29,0.08942,0.95,0.77991,0.95,-0.40454,0.95
9.3,-0.36875,0.72,0.5761,2.15,0.42612,1.19
9.31,-0.01286,0.72,-0.17393,1.91,0.13918,0.95
9.32,-0.1593,0.95,0.32385,1.91,-0.05852,0.95
9.33,0.11977,5.01,-0.42841,2.15,0.13959,1.19
9.34,-0.20832,1.91,0.02157,0.95,0.17563,2.86
9.35,0.04765,3.1,-0.05516,2.15,-0.52273,1.91
9.36,0.70995,1.19,0.3699,1.91,-0.02412,0.95
9.37,-0.17555,1.91,-0.33052,0.95,-0.56349,2.15
9.38,0.51923,2.15,-0.44842,0.95,0.05122,0.95
9.39,0.00222,2.15,0.05334,0.72,-0.50485,1.91
9.4,0.35951,1.91,-0.0669,2.15,0.27792,1.91
9.41,0.57336,5.96,-0.09671,0.95,-0.17359,2.15
9.42,0.29547,9.06,0.60759,0.95,0.29092,0.95
9.43,0.29872,3.81,0.38623,0.95,-0.32929,1.19
9.44,0.48833,4.77,-0.6136,1.91,-0.32182,2.15
9.45,0.31154,3.1,0.05702,2.15,-0.13123,0.95
9.46,0.01145,3.1,-0.03809,2.15,-0.24521,1.91
9.47,-0.15201,1.91,-0.20259,0.95,-0.06891,1.19
9.48,-0.37974,3.1,0.31509,2.15,0.24156,0.95
9.49,-0.19524,1.91,-0.07119,2.15,-0.31066,2.15
9.5,-0.50731,1.91,-0.2639,1.19,0.27128,0.95
9.51,0.13846,2.86,-0.27448,0.95,0.47515,1.19
9.52,-0.06756,1.91,0.25324,1.19,-0.32964,0.95
9.53,-0.52338,0.95,-0.25149,5.72,-0.42809,0.95
9.54,-0.01656,1.19,0.24949,0.95,-0.40734,2.15
9.55,0.17587,2.15,-0.14157,2.15,0.46831,0.95
9.56,0.2436,1.67,-0.29668,0.95,-0.14641,0.95
9.57,-0.00336,1.91,0.42997,0.95,-0.11343,2.15
9.58,-0.66804,2.15,-0.08633,1.19,0.63196,1.67
9.59,0.11971,1.91,0.02069,1.91,0.17875,0.95
9.6,0.26055,0.95,0.2196,0.95,0.10937,1.19
9.61,-0.05894,0.95,0.08217,0.95,-0.41421,3.1
9.62,0.11085,1.91,-0.03006,2.15,-0.19624,0.95
9.63,-0.11412,1.91,0.08486,1.67,0.00456,0.72
9.64,-0.03168,0.95,-0.17396,0.95,0.10023,0.95
9.65,0.35835,2.15,-0.01189,0.95,0.24863,1.91
9.66,0.07163,1.19,-0.08619,1.91,0.33494,0.95
9.67,-0.31607,2.15,0.61407,0.95,-0.45414,0.95
9.68,-0.30954,2.15,0.22307,1.19,-0.25453,1.19
9.69,0.13358,1.91,0.26499,1.19,-0.18922,0.95
9.7,0.08109,0.95,-0.14489,0.72,0.31877,1.19
9.71,0.2087,1.67,0.20413,1.19,-0.01845,1.19
9.72,-0.33216,0.95,-0.07087,0.95,-0.25763,0.95
9.73,0.18676,1.67,-0.92483,0.95,-0.35845,2.15
9.74,-0.33138,1.19,-0.3806,0.95,0.25422,2.86
9.75,-0.7247,1.91,0.13449,2.15,-0.28708,0.95
9.76,0.14136,0.95,-0.34825,0.95,0.39277,7.87
9.77,0.23733,2.15,-0.59937,0.95,0.12657,2.15
9.78,0.12914,1.91,-0.05829,1.19,0.78624,0.95
9.79,-0.2817,0.95,-0.13143,1.91,0.16751,1.19
9.8,0.25538,0.72,0.24115,0.95,-0.01738,1.91
9.81,-0.53768,3.1,-0.34023,1.19,-0.20543,0.95
9.82,-0.37904,1.67,-0.11641,2.15,0.15742,2.15
9.83,-0.13464,1.91,0.33886,0.95,-0.56481,1.91
9.84,0.30988,0.95,0.01408,1.19,0.13076,1.91
9.85,-0.31975,0.95,0.37085,0.95,0.60753,1.19
9.86,-0.46169,0.95,-0.25864,0.95,-0.53805,1.67
9.87,0.20085,0.95,0.28117,0.95,-0.05723,1.91
9.88,0.50657,0.95,0.19992,0.95,0.02048,2.15
9.89,-0.44254,1.67,-0.58582,0.95,-0.62331,1.19
9.9,0.10646,2.86,0.00664,1.19,0.54812,2.15
9.91,-0.50506,0.95,0.42351,0.95,-0.05022,0.95
9.92,0.01641,0.95,0.01004,0.95,-0.0655,2.15
9.93,-0.26518,1.91,-0.30332,0.95,-0.2384,0.95
9.94,0.10239,1.91,-0.12331,2.15,0.16682,1.67
9.95,0.71599,0.95,0.15476,0.95,0.26448,0.95
9.96,0.12434,1.91,0.29137,0.95,0.19579,1.67
9.97,-0.06665,0.95,0.46837,1.19,-0.32444,0.95
9.98,-0.35738,1.19,0.1341,0.95,-0.7021,1.67
9.99,-0.00346,0.95,7e-05,1.91,0.02331,1.91
10.0,0.07166,0.95,0.6858,1.91,0.17705,2.15
10.01,0.46796,2.86,0.60412,1.91,-0.07926,0.95
